"","x","y","drive"
"52986",-4893.7,8286.4,101
"52987",-4895.2,8299.4,101
"52988",-4898.4,8310.5,101
"52989",-4901.1,8321,101
"52990",-4904.9,8330.8,101
"52991",-4908.6,8340.9,101
"52992",-4914.8,8350.6,101
"52993",-4922.2,8360.1,101
"52994",-4930.1,8370.5,101
"52995",-4937.1,8381.9,101
"52996",-4944.2,8393.5,101
"52997",-4952.4,8404.8,101
"52998",-4959.6,8416.5,101
"52999",-4966,8429,101
"53000",-4972.4,8441.5,101
"53001",-4977.9,8454.8,101
"53002",-4982.4,8469,101
"53003",-4986.8,8482.6,101
"53004",-4992.4,8496,101
"53005",-4998.9,8508.9,101
"53006",-5005.5,8522.1,101
"53007",-5012.2,8535,101
"53008",-5019.9,8547.8,101
"53009",-5027.4,8560.2,101
"53010",-5036.6,8570.8,101
"53011",-5044.6,8581.7,101
"53012",-5053.4,8591.7,101
"53013",-5061.8,8600.6,101
"53014",-5070.3,8609.9,101
"53015",-5079.9,8618.8,101
"53016",-5088.9,8626.5,101
"53017",-5100.2,8633.7,101
"53018",-5111.3,8640.7,101
"53019",-5122.3,8647.6,101
"53020",-5133.5,8654.7,101
"53021",-5146,8661.8,101
"53022",-5157.5,8669.5,101
"53023",-5170.1,8676.7,101
"53024",-5182.6,8683.9,101
"53025",-5195.1,8691.1,101
"53026",-5207.7,8698.3,101
"53027",-5219,8705.7,101
"53028",-5229.2,8713.4,101
"53029",-5239.7,8719.1,101
"53030",-5251.6,8722.6,101
"53031",-5261.9,8725.4,101
"53032",-5272.7,8726.7,101
"53033",-5282.9,8727,101
"53034",-5291.6,8726.8,101
"53035",-5300,8725.9,101
"53036",-5307.3,8725.3,101
"53037",-5314.2,8724.1,101
"53038",-5318,8724,101
"53039",-5320.2,8723.6,101
"53040",-5321.2,8723.1,101
"53041",-5322.3,8722.7,101
"53042",-5324,8723.6,101
"53043",-5327.3,8725.1,101
"53044",-5329.1,8728.9,101
"53045",-5330.5,8733.9,101
"53046",-5331.3,8740.5,101
"53047",-5331.8,8748.9,101
"53048",-5331.9,8759.1,101
"53049",-5332.2,8769.6,101
"53050",-5332.6,8780.4,101
"53051",-5331.3,8792.8,101
"53052",-5330.1,8805.6,101
"53053",-5328,8819,101
"53054",-5325.9,8832.1,101
"53055",-5323.3,8844.7,101
"53056",-5320.2,8856,101
"53057",-5318.2,8866.8,101
"53058",-5318.3,8877.2,101
"53059",-5321.6,8886.3,101
"53060",-5328.9,8893,101
"53061",-5339.5,8899,101
"53062",-5351.3,8905,101
"53063",-5364.6,8911.1,101
"53064",-5377.9,8917.2,101
"53065",-5392.5,8923.5,101
"53066",-5406.1,8930.3,101
"53067",-5418.6,8937.5,101
"53068",-5432.3,8944.5,101
"53069",-5443.7,8951.8,101
"53070",-5455.6,8957.9,101
"53071",-5466.4,8964.2,101
"53072",-5474.5,8972.7,101
"53073",-5485.1,8981.3,101
"53074",-5492.2,8990.2,101
"53075",-5495.6,9001.9,101
"53076",-5500.3,9013.6,101
"53077",-5505.5,9026.5,101
"53078",-5509.6,9039.5,101
"53079",-5514.7,9052.2,101
"53080",-5519.1,9065.7,101
"53081",-5524.7,9079.1,101
"53082",-5530.1,9092.3,101
"53083",-5535,9104.7,101
"53084",-5540.6,9115.7,101
"53085",-5549.5,9123.1,101
"53086",-5557.9,9129.8,101
"53087",-5568.4,9130.7,101
"53088",-5580.8,9130,101
"53089",-5593.8,9130.8,101
"53090",-5608.6,9132.4,101
"53091",-5622.7,9135.2,101
"53092",-5637.5,9139.2,101
"53093",-5650.3,9144.5,101
"53094",-5662.3,9150.6,101
"53095",-5672.4,9158.2,101
"53096",-5680.2,9168.6,101
"53097",-5687.2,9179.9,101
"53098",-5695,9190.4,101
"53099",-5701.1,9202.3,101
"53100",-5707.7,9213,101
"53101",-5715.4,9223.1,101
"53102",-5722.9,9232.9,101
"53103",-5731.2,9241.6,101
"53104",-5741.3,9249.1,101
"53105",-5752.5,9256.3,101
"53106",-5764.4,9262.4,101
"53107",-5775.4,9268.9,101
"53108",-5787.1,9274.4,101
"53109",-5798.8,9280.2,101
"53110",-5810.9,9286.6,101
"53111",-5822,9293.5,101
"53112",-5833,9300.1,101
"53113",-5843.8,9306.5,101
"53114",-5855.6,9312.1,101
"53115",-5867.4,9318,101
"53116",-5879.4,9324.2,101
"53117",-5891.5,9330.5,101
"53118",-5904.7,9336.6,101
"53119",-5917.1,9343.5,101
"53120",-5929.5,9350.5,101
"53121",-5943,9357,101
"53122",-5955.4,9364,101
"53123",-5968,9371.3,101
"53124",-5981.4,9377.8,101
"53125",-5994.8,9384.3,101
"53126",-6007.2,9391.3,101
"53127",-6019.4,9397.7,101
"53128",-6031.4,9404,101
"53129",-6043.3,9409.8,101
"53130",-6055,9415.4,101
"53131",-6066.8,9421.3,101
"53132",-6077.8,9427.8,101
"53133",-6089.6,9433.6,101
"53134",-6101.4,9439.3,101
"53135",-6112.1,9445.6,101
"53136",-6123.1,9452.2,101
"53137",-6133.4,9459.9,101
"53138",-6143.1,9469.3,101
"53139",-6152.4,9479.9,101
"53140",-6160.6,9491.3,101
"53141",-6170,9502.2,101
"53142",-6179.3,9513.1,101
"53143",-6187.5,9524.3,101
"53144",-6196.7,9535.1,101
"53145",-6205.9,9545.6,101
"53146",-6214.9,9555.9,101
"53147",-6223.9,9566,101
"53148",-6232.6,9575.8,101
"53149",-6241.6,9585.9,101
"53150",-6249.6,9596.7,101
"53151",-6258.3,9606.5,101
"53152",-6267.3,9616.6,101
"53153",-6274.3,9628,101
"53154",-6280.4,9640.1,101
"53155",-6285.7,9652.9,101
"53156",-6290.9,9665.6,101
"53157",-6294.7,9678.4,101
"53158",-6298.4,9690.4,101
"53159",-6301.1,9700.8,101
"53160",-6303.3,9710.2,101
"53161",-6305.4,9719.3,101
"53162",-6308.2,9727.2,101
"53163",-6311.7,9734.1,101
"53164",-6316,9740.1,101
"53165",-6321.7,9743.8,101
"53166",-6328.1,9746.7,101
"53167",-6334.9,9750,101
"53168",-6341.1,9754.9,101
"53169",-6345.6,9761.2,101
"53170",-6350.5,9768.4,101
"53171",-6355.5,9776,101
"53172",-6360.8,9783.7,101
"53173",-6366.9,9790.9,101
"53174",-6374,9797.3,101
"53175",-6383.6,9801.4,101
"53176",-6393.7,9803.9,101
"53177",-6404.5,9805.1,101
"53178",-6415.3,9806.5,101
"53179",-6426.8,9809.3,101
"53180",-6438.8,9813,101
"53181",-6450.2,9817.9,101
"53182",-6459.2,9825.8,101
"53183",-6466.4,9837.4,101
"53184",-6473.6,9849.1,101
"53185",-6479.2,9860.1,101
"53186",-6484.6,9870.7,101
"53187",-6488,9882.4,101
"53188",-6491.9,9892.7,101
"53189",-6496.2,9903.6,101
"53190",-6501.7,9914.4,101
"53191",-6506.4,9926.1,101
"53192",-6510.4,9939.1,101
"53193",-6515.4,9951.6,101
"53194",-6520.7,9964.4,101
"53195",-6528.2,9976.7,101
"53196",-6536.1,9989.8,101
"53197",-6545.2,10002.8,101
"53198",-6554.7,10016.4,101
"53199",-6565.5,10030.1,101
"53200",-6575.5,10044.9,101
"53201",-6586.5,10059.2,101
"53202",-6597.8,10073.7,101
"53203",-6608,10088.9,101
"53204",-6619.3,10103.6,101
"53205",-6630.4,10118.1,101
"53206",-6641.6,10132.4,101
"53207",-6652.5,10146.5,101
"53208",-6664.4,10160.1,101
"53209",-6675.4,10174,101
"53210",-6685.5,10189,101
"53211",-6694.6,10204.6,101
"53212",-6703,10221,101
"53213",-6711.4,10237.6,101
"53214",-6720,10254.6,101
"53215",-6728.7,10271.6,101
"53216",-6737.3,10288.6,101
"53217",-6748,10304.7,101
"53218",-6759.5,10319.8,101
"53219",-6772.7,10333.4,101
"53220",-6783.7,10347.6,101
"53221",-6795.2,10360.1,101
"53222",-6807.3,10371.3,101
"53223",-6820.2,10379.3,101
"53224",-6833.7,10383.6,101
"53225",-6846.7,10389,101
"53226",-6859.1,10396.1,101
"53227",-6869.9,10405,101
"53228",-6879.2,10415.8,101
"53229",-6889,10427.5,101
"53230",-6897.2,10441.3,101
"53231",-6905.8,10455.5,101
"53232",-6914.8,10470.8,101
"53233",-6922.9,10486.9,101
"53234",-6930.2,10503.6,101
"53235",-6935.9,10519.9,101
"53236",-6939.4,10536.9,101
"53237",-6942.7,10553.6,101
"53238",-6944.9,10570.2,101
"53239",-6947.8,10586.1,101
"53240",-6951.8,10601.3,101
"53241",-6957.9,10615.9,101
"53242",-6966.3,10629.9,101
"53243",-6974.8,10644.4,101
"53244",-6984.5,10658.4,101
"53245",-6993.2,10673.1,101
"53246",-7002.2,10688.2,101
"53247",-7011.1,10703.1,101
"53248",-7019,10718.8,101
"53249",-7025.9,10734.9,101
"53250",-7031.9,10751.6,101
"53251",-7037.8,10768.4,101
"53252",-7041.9,10786.5,101
"53253",-7047,10804.1,101
"53254",-7052,10821.4,101
"53255",-7058.1,10838.6,101
"53256",-7066.6,10855.3,101
"53257",-7076.2,10871.7,101
"53258",-7087,10888.1,101
"53259",-7097.9,10904.4,101
"53260",-7108.7,10920.7,101
"53261",-7118.4,10937.3,101
"53262",-7129.2,10953.6,101
"53263",-7140.1,10969.9,101
"53264",-7149.7,10986.4,101
"53265",-7159.2,11002.6,101
"53266",-7169.8,11018.5,101
"53267",-7179.4,11035,101
"53268",-7188.1,11052.1,101
"53269",-7197.9,11068.7,101
"53270",-7207.4,11085.1,101
"53271",-7215.8,11101.4,101
"53272",-7223.7,11117.2,101
"53273",-7232.7,11132.5,101
"53274",-7242.8,11147.2,101
"53275",-7253.7,11161.3,101
"53276",-7264.6,11175.1,101
"53277",-7277.4,11187.9,101
"53278",-7290,11200.1,101
"53279",-7301.6,11212.9,101
"53280",-7313.3,11226.1,101
"53281",-7325.3,11239.6,101
"53282",-7337.4,11253.6,101
"53283",-7348,11269.2,101
"53284",-7359.6,11284.5,101
"53285",-7371.4,11300.3,101
"53286",-7382.2,11316.6,101
"53287",-7393.9,11332.2,101
"53288",-7404.7,11348.2,101
"53289",-7416.2,11363.6,101
"53290",-7427.9,11379,101
"53291",-7438.4,11394.7,101
"53292",-7449.9,11409.9,101
"53293",-7461.6,11425.2,101
"53294",-7472.1,11441,101
"53295",-7483.8,11456.5,101
"53296",-7494.5,11472.7,101
"53297",-7506.3,11488.4,101
"53298",-7516.2,11505.3,101
"53299",-7526.9,11521.3,101
"53300",-7536.4,11537.6,101
"53301",-7545.9,11553.7,101
"53302",-7555.3,11569.7,101
"53303",-7565.5,11584.7,101
"53304",-7574.5,11600,101
"53305",-7583.5,11615.3,101
"53306",-7592.4,11630.3,101
"53307",-7601.3,11645.2,101
"53308",-7610.8,11659.1,101
"53309",-7619,11672.8,101
"53310",-7626.6,11685.2,101
"53311",-7633.5,11696.3,101
"53312",-7639.7,11706,101
"53313",-7645,11714,101
"53314",-7648.6,11721.1,101
"53315",-7651.1,11726,101
"53316",-7654.7,11728.2,101
"53317",-7657.7,11729,101
"53318",-7659.2,11729.4,101
"53319",-7659.5,11730.1,101
"53320",-7661.9,11729.9,101
"53321",-7665.3,11729.2,101
"53322",-7668.5,11728.1,101
"53323",-7673.6,11725.7,101
"53324",-7679.5,11722.6,101
"53325",-7687.5,11718.3,101
"53326",-7696.4,11713.6,101
"53327",-7705.4,11708.7,101
"53328",-7714.5,11704.3,101
"53329",-7724.4,11698.9,101
"53330",-7735.4,11693,101
"53331",-7747.2,11686.3,101
"53332",-7759,11679.7,101
"53333",-7773.6,11670.8,101
"53334",-7786.8,11661.9,101
"53335",-7800.5,11651.2,101
"53336",-7813.9,11640.2,101
"53337",-7827.8,11627.3,101
"53338",-7841.9,11614.9,101
"53339",-7854.5,11602.1,101
"53340",-7867.2,11589.6,101
"53341",-7881.5,11577.5,101
"53342",-7894.1,11567.1,101
"53343",-7907.2,11555.6,101
"53344",-7921.6,11543.8,101
"53345",-7935.5,11533.4,101
"53346",-7949.2,11522.9,101
"53347",-7963.1,11512.7,101
"53348",-7977.9,11501.7,101
"53349",-7992.7,11490.8,101
"53350",-8007.2,11479.1,101
"53351",-8021.6,11467.4,101
"53352",-8035.1,11456.4,101
"53353",-8049.7,11445.1,101
"53354",-8063.3,11434.2,101
"53355",-8076.9,11423.4,101
"53356",-8090.8,11413.1,101
"53357",-8107.5,11406,101
"53358",-8123.6,11400.1,101
"53359",-8137.8,11400.5,101
"53360",-8152.9,11403,101
"53361",-8169.2,11407.6,101
"53362",-8184.3,11414.7,101
"53363",-8199.3,11421.7,101
"53364",-8215.8,11429,101
"53365",-8229.8,11436.7,101
"53366",-8244.9,11443.8,101
"53367",-8260.5,11449.6,101
"53368",-8275.7,11454.4,101
"53369",-8289.3,11458.6,101
"53370",-8304.3,11460.7,101
"53371",-8317.8,11462.3,101
"53372",-8331.3,11461.4,101
"53373",-8345.2,11458.8,101
"53374",-8360.7,11454.1,101
"53375",-8375.2,11450.5,101
"53376",-8389.9,11444.3,101
"53377",-8406.8,11432.4,101
"53378",-8424.8,11425,101
"53379",-8444,11415.2,101
"53380",-8461,11408.4,101
"53381",-8477.5,11398.4,101
"53382",-8494.9,11390,101
"53383",-8508.9,11382.6,101
"53384",-8524.1,11375,101
"53385",-8540.6,11367.1,101
"53386",-8555.8,11359.6,101
"53387",-8569.9,11352.5,101
"53388",-8586.6,11345.1,101
"53389",-8602.2,11338.3,101
"53390",-8618.9,11331,101
"53391",-8635.8,11324.1,101
"53392",-8651.7,11318,101
"53393",-8668.9,11311.6,101
"53394",-8685.3,11306.3,101
"53395",-8701.9,11301.4,101
"53396",-8719.5,11296.2,101
"53397",-8736.3,11291.5,101
"53398",-8753.1,11287,101
"53399",-8769.8,11282.4,101
"53400",-8786.7,11278.1,101
"53401",-8803.6,11273.8,101
"53402",-8820.4,11269.3,101
"53403",-8835.5,11266.4,101
"53404",-8851.1,11262.3,101
"53405",-8867.5,11257.1,101
"53406",-8882.7,11251.9,101
"53407",-8897.7,11246.3,101
"53408",-8912.5,11240.2,101
"53409",-8928.3,11233.9,101
"53410",-8943.4,11228.6,101
"53411",-8959.4,11222.6,101
"53412",-8975.3,11216.3,101
"53413",-8990.7,11209,101
"53414",-9006.4,11202.4,101
"53415",-9020.8,11195.7,101
"53416",-9036.1,11188.1,101
"53417",-9051.2,11180.6,101
"53418",-9065.4,11173.5,101
"53419",-9080.1,11167.3,101
"53420",-9094.8,11161,101
"53421",-9107.3,11155.7,101
"53422",-9121.1,11150.5,101
"53423",-9134.6,11147.2,101
"53424",-9149.2,11143.4,101
"53425",-9165,11139.4,101
"53426",-9181.8,11135.2,101
"53427",-9198.4,11130.3,101
"53428",-9213.7,11125.2,101
"53429",-9229.5,11118.7,101
"53430",-9243.9,11112.1,101
"53431",-9258.2,11105.1,101
"53432",-9272.1,11097.6,101
"53433",-9285.9,11089.7,101
"53434",-9298,11081.1,101
"53435",-9310.4,11070.4,101
"53436",-9321,11058.8,101
"53437",-9332.2,11045.9,101
"53438",-9342.6,11033.9,101
"53439",-9353.5,11022.7,101
"53440",-9364.8,11012.5,101
"53441",-9376.5,11003,101
"53442",-9387.3,10994.2,101
"53443",-9398,10985.2,101
"53444",-9408.6,10976.1,101
"53445",-9419,10966.5,101
"53446",-9428.2,10957.4,101
"53447",-9437.7,10948.4,101
"53448",-9444.9,10940.4,101
"53449",-9453.4,10932.2,101
"53450",-9460.2,10925.7,101
"53451",-9466,10919.7,101
"53452",-9471.1,10914.8,101
"53453",-9476.3,10910.3,101
"53454",-9480.7,10906.4,101
"53455",-9484.7,10902,101
"53456",-9486.5,10898.1,101
"53457",-9486.1,10895,101
"53458",-9484.8,10892.4,101
"53459",-9483.4,10889.6,101
"53460",-9480.4,10886.1,101
"53461",-9476.4,10883,101
"53462",-9469.3,10881.6,101
"53463",-9461.4,10880.8,101
"53464",-9451.5,10881.2,101
"53465",-9442,10880.2,101
"53466",-9434.8,10878.2,101
"53467",-9426.3,10876.4,101
"53468",-9418.8,10874.1,101
"53469",-9410.4,10872.4,101
"53470",-9400.8,10871,101
"53471",-9392.2,10868.9,101
"53472",-9383.6,10866.9,101
"53473",-9376.2,10864.6,101
"53474",-9367.9,10863.3,101
"53475",-9360.8,10861.7,101
"53476",-9353.6,10860,101
"53477",-9346.6,10858.5,101
"53478",-9340.5,10856.6,101
"53479",-9334.7,10855.1,101
"53480",-9328.9,10853.5,101
"53481",-9323.9,10851.2,101
"53482",-9322.1,10847.6,101
"53483",-9321.6,10844.2,101
"53484",-9320.9,10840.3,101
"53485",-9321,10835.6,101
"53486",-9319,10831.6,101
"53487",-9318.2,10827.5,101
"53488",-9316.7,10824.5,101
"53489",-9315.4,10821.9,101
"53490",-9313.4,10820.6,101
"53491",-9310.9,10820.5,101
"53492",-9308.8,10821.4,101
"53493",-9308,10822.3,101
"53494",-9308,10822.3,101
"53495",-9308,10822.3,101
"53496",-9308,10822.3,101
"53497",-9307.9,10822.2,101
"53498",-9307.9,10822.2,101
"53499",-9307.9,10822.2,101
"53500",-9307.9,10822.2,101
"53501",-9307.9,10822.2,101
"53502",-9307.9,10822.1,101
"53503",-9307.9,10822.1,101
"53504",-9307.9,10822.1,101
"53505",-9307.9,10822.1,101
"53506",-9307.9,10822.1,101
"53507",-9307.9,10822.1,101
"53508",-9307.9,10822.2,101
"53509",-9307.9,10822.2,101
"53510",-9307.9,10822.2,101
"53511",-9307.9,10822.1,101
"53512",-9307.9,10822.1,101
"53513",-9307.9,10822.1,101
"53514",-9307.9,10822.1,101
"53515",-9307.9,10822.1,101
"53516",-9307.9,10822.1,101
"53517",-9307.9,10822.1,101
"53518",-9307.9,10822.1,101
"53519",-9307.9,10822.1,101
"53520",-9307.9,10822.2,101
"53521",-9307.9,10822.2,101
"53522",-9307.9,10822.2,101
"53523",-9307.9,10822.2,101
"53524",-9308,10822.3,101
"53525",-9308,10822.3,101
"53526",-9308,10822.3,101
"53527",-9308,10822.3,101
"53528",-9308,10822.3,101
"53529",-9308.1,10822.5,101
"53530",-9308,10822.3,101
"53531",-9308,10822.3,101
"53532",-9308.1,10822.5,101
"53533",-9308.1,10822.5,101
"53534",-9308,10822.3,101
"53535",-9307.9,10822.2,101
"53536",-9307.9,10822.2,101
"53537",-9307.9,10822.2,101
"53538",-9307.9,10822.2,101
"53539",-9308,10822.3,101
"53540",-9308,10822.3,101
"53541",-9308.1,10822.5,101
"53542",-9308.1,10822.5,101
"53543",-9308.2,10822.6,101
"53544",-9308.2,10822.7,101
"53545",-9308.2,10822.8,101
"53546",-9308.3,10822.9,101
"53547",0,0,102
"53548",0,-0.2,102
"53549",0,-0.2,102
"53550",0,-0.2,102
"53551",0,-0.2,102
"53552",-0.9,-0.8,102
"53553",-2.3,-0.7,102
"53554",-5.2,0,102
"53555",-7.9,2.3,102
"53556",-9.9,5.7,102
"53557",-11,10,102
"53558",-11.3,15.1,102
"53559",-12.7,19.6,102
"53560",-13.8,23.9,102
"53561",-14,28.7,102
"53562",-15.2,33,102
"53563",-18,35.8,102
"53564",-23.3,35.9,102
"53565",-28.8,34.3,102
"53566",-34.9,31.2,102
"53567",-40.7,28,102
"53568",-47.6,24,102
"53569",-55.7,20.1,102
"53570",-64.2,16.8,102
"53571",-73,14.2,102
"53572",-82.4,12.5,102
"53573",-92.2,11.4,102
"53574",-101.4,11.5,102
"53575",-111.7,11.3,102
"53576",-120,12.2,102
"53577",-128.2,13,102
"53578",-137.3,13,102
"53579",-145.1,13,102
"53580",-152.5,12.3,102
"53581",-158.5,11.6,102
"53582",-164.3,10.5,102
"53583",-168.9,9.5,102
"53584",-173.6,8.5,102
"53585",-179.1,7,102
"53586",-184.8,5.4,102
"53587",-190.3,3.9,102
"53588",-194.7,2.5,102
"53589",-199,1,102
"53590",-203.1,-0.8,102
"53591",-207.2,-2.9,102
"53592",-210.9,-5.2,102
"53593",-213.6,-7.4,102
"53594",-216.5,-9.1,102
"53595",-217.4,-9.8,102
"53596",-218.9,-11.5,102
"53597",-219.7,-14.5,102
"53598",-218.7,-18.6,102
"53599",-215.9,-23.5,102
"53600",-211.8,-28.4,102
"53601",-208.1,-34.8,102
"53602",-202.9,-41.8,102
"53603",-197,-49.7,102
"53604",-191.8,-58.7,102
"53605",-186.4,-68.1,102
"53606",-180.7,-78.2,102
"53607",-175.5,-89.4,102
"53608",-170.1,-101,102
"53609",-164.7,-112.7,102
"53610",-159.3,-124.3,102
"53611",-155.1,-136.3,102
"53612",-150.1,-147.3,102
"53613",-146.6,-157.8,102
"53614",-142.5,-167.2,102
"53615",-139,-175.6,102
"53616",-136.9,-183.7,102
"53617",-134.5,-190.3,102
"53618",-132.5,-196,102
"53619",-130.9,-201.1,102
"53620",-128.6,-204.8,102
"53621",-127.5,-208.9,102
"53622",-126.4,-213.3,102
"53623",-124.9,-218.2,102
"53624",-121.8,-223.6,102
"53625",-120.1,-231.1,102
"53626",-117,-238.6,102
"53627",-113.6,-246.9,102
"53628",-110.4,-256.8,102
"53629",-106.9,-267.5,102
"53630",-101.2,-277.6,102
"53631",-96.2,-288.4,102
"53632",-90.9,-300,102
"53633",-84.3,-311.4,102
"53634",-77.7,-322.9,102
"53635",-71.1,-334.4,102
"53636",-64.5,-345.9,102
"53637",-58,-357.2,102
"53638",-52.4,-369.2,102
"53639",-45.9,-380.4,102
"53640",-39.6,-391.5,102
"53641",-33.2,-402.6,102
"53642",-27,-413.3,102
"53643",-20.9,-424.1,102
"53644",-14.7,-434.8,102
"53645",-9.5,-446.2,102
"53646",-4.2,-457.7,102
"53647",0.2,-469.9,102
"53648",4.6,-482.1,102
"53649",8,-494.8,102
"53650",12.3,-506.7,102
"53651",15.4,-519,102
"53652",17.5,-531.7,102
"53653",19.5,-544.4,102
"53654",21.5,-556.8,102
"53655",20.7,-571.4,102
"53656",20.7,-584.9,102
"53657",23.5,-601.2,102
"53658",17.9,-611.7,102
"53659",12.9,-623.5,102
"53660",13.4,-635.8,102
"53661",11.3,-645.7,102
"53662",8.7,-654.7,102
"53663",7.7,-662,102
"53664",6.9,-667.4,102
"53665",4.9,-670.7,102
"53666",1.4,-673.5,102
"53667",-4.6,-674.4,102
"53668",-11.4,-673.7,102
"53669",-19.1,-671.7,102
"53670",-27.9,-669.8,102
"53671",-38.1,-668,102
"53672",-48.7,-665.3,102
"53673",-60.7,-662.6,102
"53674",-71.3,-657.9,102
"53675",-82.3,-652.2,102
"53676",-93,-645,102
"53677",-104,-637.2,102
"53678",-114.1,-628.5,102
"53679",-123.3,-619.5,102
"53680",-132.2,-610.7,102
"53681",-138.8,-601.5,102
"53682",-145.6,-594.3,102
"53683",-149.5,-587.3,102
"53684",-152.8,-581.7,102
"53685",-155.6,-576.8,102
"53686",-157.9,-572.8,102
"53687",-160.1,-568.9,102
"53688",-161.6,-564.2,102
"53689",-163.3,-558.9,102
"53690",-165.6,-552.6,102
"53691",-169,-546.7,102
"53692",-171.5,-540,102
"53693",-174.6,-532.6,102
"53694",-178.7,-525.2,102
"53695",-182.1,-517.2,102
"53696",-185.4,-509.1,102
"53697",-188.6,-501.2,102
"53698",-191.9,-493.3,102
"53699",-195.9,-486.3,102
"53700",-199.9,-479.4,102
"53701",-203.3,-473.5,102
"53702",-206.7,-469.7,102
"53703",-207.9,-465.5,102
"53704",-207.9,-463.1,102
"53705",-208.5,-462.3,102
"53706",-208.8,-461.9,102
"53707",-210.1,-461.7,102
"53708",-211.4,-461.8,102
"53709",-210.4,-461.2,102
"53710",-210.5,-461,102
"53711",-211.4,-459.5,102
"53712",-210.9,-455.7,102
"53713",-211.1,-451,102
"53714",-212.8,-445.7,102
"53715",-214.4,-438.5,102
"53716",-216.9,-429.4,102
"53717",-219.5,-420.5,102
"53718",-223.4,-413.8,102
"53719",-226.4,-403.7,102
"53720",-231,-396,102
"53721",-234.5,-387.4,102
"53722",-239,-379.8,102
"53723",-243.6,-371.8,102
"53724",-249.3,-364,102
"53725",-254.4,-355.2,102
"53726",-262.4,-348.1,102
"53727",-269.5,-340.3,102
"53728",-277.3,-333.5,102
"53729",-283.9,-326.5,102
"53730",-290.1,-320.2,102
"53731",-296.9,-315,102
"53732",-302.6,-309.8,102
"53733",-309.2,-305.1,102
"53734",-316.1,-299.9,102
"53735",-324,-295.2,102
"53736",-331.8,-290.6,102
"53737",-337.8,-286.8,102
"53738",-343.3,-284.1,102
"53739",-344.8,-283.6,102
"53740",-345.4,-282.7,102
"53741",-345.6,-282.3,102
"53742",-344.7,-281.7,102
"53743",-344.6,-281.8,102
"53744",-344.5,-281.9,102
"53745",-343.5,-281.4,102
"53746",-343.5,-281.4,102
"53747",-343.4,-281.6,102
"53748",-342.5,-281,102
"53749",-342.5,-281,102
"53750",-342.5,-281,102
"53751",-342.5,-281,102
"53752",-342.5,-281,102
"53753",-342.4,-281.1,102
"53754",-342.4,-281.1,102
"53755",-342.4,-281.1,102
"53756",-342.4,-281.1,102
"53757",-342.5,-281,102
"53758",-342.9,-280.2,102
"53759",-345.6,-280,102
"53760",-347.7,-278.7,102
"53761",-352.2,-277.4,102
"53762",-357.1,-275.8,102
"53763",-362.1,-273.9,102
"53764",-369.6,-272.2,102
"53765",-377.2,-270.1,102
"53766",-384.9,-267.9,102
"53767",-394.5,-267.1,102
"53768",-404.3,-265.9,102
"53769",-415,-265.4,102
"53770",-424.7,-264.4,102
"53771",-435.1,-264.2,102
"53772",-444.7,-263.5,102
"53773",-454.9,-263.8,102
"53774",-463.7,-264.3,102
"53775",-472.2,-265.3,102
"53776",-480.6,-266.6,102
"53777",-488.4,-266.5,102
"53778",-497.3,-264.6,102
"53779",-504.5,-258.9,102
"53780",-510.8,-250.2,102
"53781",-518,-239.9,102
"53782",-524.2,-226.8,102
"53783",-531.1,-212.5,102
"53784",-537.2,-197.1,102
"53785",-541.7,-180.3,102
"53786",-546.2,-163.4,102
"53787",-549.9,-145.6,102
"53788",-551.5,-126.8,102
"53789",-554,-108.8,102
"53790",-554.3,-90,102
"53791",-555.5,-71.9,102
"53792",-555.5,-53.7,102
"53793",-554.2,-35.5,102
"53794",-552.5,-17.8,102
"53795",-549.9,0.3,102
"53796",-547.1,18.4,102
"53797",-544.6,36.7,102
"53798",-540.9,55.5,102
"53799",-536.2,74.6,102
"53800",-530.3,93.9,102
"53801",-524.1,112.9,102
"53802",-517.1,132.7,102
"53803",-510.1,152.4,102
"53804",-502,172.7,102
"53805",-492.7,193.1,102
"53806",-482.9,212.5,102
"53807",-471.8,232,102
"53808",-461.2,250.2,102
"53809",-449.3,268.5,102
"53810",-437.1,286,102
"53811",-424.5,302.8,102
"53812",-411.5,319.1,102
"53813",-398.1,334.7,102
"53814",-384.4,349.5,102
"53815",-370.4,364,102
"53816",-356.1,377.9,102
"53817",-341.7,391.6,102
"53818",-326.9,404.8,102
"53819",-311,418.1,102
"53820",-294.7,430.9,102
"53821",-278,443.1,102
"53822",-261.1,454.5,102
"53823",-242.8,466.2,102
"53824",-225.3,476.9,102
"53825",-206.6,487.7,102
"53826",-187.5,497.8,102
"53827",-169.1,506.8,102
"53828",-149.3,515.8,102
"53829",-130.2,523.7,102
"53830",-110.8,531.1,102
"53831",-92.1,537.3,102
"53832",-73.2,543.2,102
"53833",-53,549.3,102
"53834",-34.7,553.7,102
"53835",-15.9,557.6,102
"53836",2.9,561.1,102
"53837",22.2,564.3,102
"53838",40.5,566.5,102
"53839",59.1,568.3,102
"53840",77.8,569.9,102
"53841",97.8,571.9,102
"53842",117.7,573.6,102
"53843",137.6,575.4,102
"53844",157.6,577.2,102
"53845",177.4,579.3,102
"53846",196.1,580.8,102
"53847",215.9,582.8,102
"53848",234.6,584.4,102
"53849",254.3,586.9,102
"53850",272.5,589.2,102
"53851",290.8,591.7,102
"53852",309.9,594.9,102
"53853",328.7,598.6,102
"53854",348.4,603.1,102
"53855",367.9,608,102
